aid,uid,label
916,58591540,-1
692,11307318,-1
692,48605412,-1
1918,53837868,-1
1671,74805759,-1
411,15077574,-1
121,47728596,-1
1819,46393748,-1
1377,37583235,-1
1483,10428479,-1
692,29340099,-1
1918,55664169,-1
1415,56362208,-1
117,32341832,-1
1119,64554847,-1
1415,13316150,-1
1605,71797565,-1
1119,48312254,-1
1508,72537056,-1
1918,40559558,-1
1605,59306795,1
1119,18048667,-1
1728,17380276,-1
191,51841369,-1
117,46624635,-1
1998,79818135,-1
875,13346138,-1
311,40578849,-1
191,10989338,-1
191,30511794,-1
231,46668724,-1
692,34827410,-1
1530,71040549,-1
1566,63074967,-1
692,7174921,-1
436,77555623,-1
1918,18134168,-1
2047,4347839,-1
1930,41328947,-1
660,56205430,1
1119,41144649,-1
1530,43198165,-1
692,64682161,-1
2216,45511269,-1
1819,12132578,-1
846,60750866,-1
1119,33759513,-1
231,67534253,-1
311,39878479,-1
177,43905096,-1
2013,72900230,-1
136,1450653,-1
1468,29606187,-1
1781,42981124,-1
1119,71440467,-1
1119,41216153,-1
1044,15295158,-1
70,52820796,-1
389,38288836,-1
117,51379716,-1
432,38744434,-1
725,54266538,-1
1841,64031432,-1
1728,75548743,-1
1483,51511352,-1
1119,28409394,-1
692,33598329,-1
1622,47825174,-1
74,58639393,-1
2031,5845674,-1
846,14665248,-1
1119,51556511,-1
692,18108258,-1
686,82430176,-1
846,21181071,-1
411,43073584,-1
411,2978244,-1
1119,7835224,-1
765,10648471,-1
914,15472024,-1
286,73746921,-1
838,73275561,-1
1201,13292096,-1
692,31789267,-1
117,41572307,-1
561,29293276,-1
916,28872085,-1
432,48687760,-1
1635,63754851,-1
12,39810028,-1
1904,57603621,-1
1728,15000412,-1
846,13809264,-1
1507,7341593,-1
2068,24147869,-1
1407,60524922,-1
792,3779296,-1
2118,30662556,-1
765,25073204,-1
1119,72798892,-1
411,18013634,-1
1119,54294724,-1
692,57501558,-1
70,38646068,1
212,74311068,-1
212,28079466,-1
1338,46041074,-1
692,9801375,1
1950,3541562,-1
914,47392165,-1
1847,24433446,-1
1728,72693521,-1
1375,50030477,-1
1672,77387465,-1
191,19999235,-1
411,82040937,-1
1605,21419977,-1
389,63274562,-1
1918,77168782,-1
1415,12921300,-1
1962,8188826,-1
1119,39421650,-1
411,50771829,-1
692,79068417,-1
1468,73477220,-1
1377,61296300,-1
1415,42923772,-1
1819,64336658,-1
692,81025500,-1
389,82390843,-1
2013,75913735,-1
471,71910063,-1
1171,67679743,-1
1277,28174545,-1
1508,29736457,-1
692,24373364,-1
432,34418763,-1
1950,9096943,-1
70,43359434,-1
894,78487640,-1
977,62741144,-1
1140,46393246,-1
1415,29871104,-1
699,9589491,-1
1566,79296306,-1
1291,20158628,-1
1254,23213796,-1
1728,45410806,-1
432,10725054,-1
1379,35969736,-1
1918,39859932,-1
173,7296155,-1
136,64857432,-1
1468,45983998,-1
2054,81181680,-1
117,53521420,-1
951,46912477,1
1407,37389960,-1
117,82084923,-1
1119,15743673,-1
411,77310510,-1
1566,48275148,-1
1119,48128963,-1
914,58115687,-1
2031,41666037,-1
2044,80661227,-1
1950,17382404,1
1468,30788846,-1
389,46417469,-1
12,61540374,-1
212,66995543,1
411,62329100,-1
1530,217499,-1
543,57467430,-1
411,31032185,-1
561,72012698,-1
1918,79538962,-1
916,46494630,-1
1468,71293406,-1
1379,78127393,-1
2201,33986873,-1
1605,24729910,-1
1044,60416040,-1
1468,1444295,-1
543,46304287,-1
1044,29635632,1
1512,58339582,-1
174,56677657,-1
191,66518929,-1
117,79349881,-1
1379,26853272,-1
613,36936049,-1
1140,24125641,-1
1291,51132098,-1
725,71632191,-1
1530,67699701,-1
1407,12517873,-1
1119,5525822,-1
404,61527843,-1
529,34661298,-1
692,29087318,-1
1605,5889421,-1
411,35049488,-1
1468,25331200,-1
70,64388996,-1
2047,68741028,-1
1017,34211602,-1
1291,80173847,-1
1714,47684802,-1
894,49956986,-1
916,32922537,-1
1415,60909704,-1
1140,6925734,-1
1119,62643602,-1
1716,12308575,-1
411,42267256,-1
191,38110866,-1
1119,52597668,1
1017,42648232,-1
1966,15621115,-1
692,32778624,-1
136,42568793,-1
1119,52051000,-1
692,54834730,-1
2048,172250,-1
1317,14167349,-1
389,75620353,-1
191,22958865,-1
1377,37643198,-1
1728,75818978,-1
1379,66415829,-1
1566,25477254,-1
1781,10987623,-1
1918,41452756,-1
2013,68243094,-1
1415,79177778,-1
1291,74865574,-1
1918,60418053,1
561,67902728,-1
1503,60062744,-1
1407,26142052,-1
1291,22751886,-1
2169,24371895,-1
543,26538293,-1
2031,32268174,-1
411,27575733,-1
7,79229574,-1
1379,32891966,-1
1202,73244783,-1
1596,39353782,-1
1119,53615137,-1
875,46245641,-1
692,66810899,-1
1749,37368402,-1
692,65731991,-1
1566,17351182,-1
117,60508585,-1
692,77060715,-1
692,35931732,-1
561,803720,-1
692,21696358,-1
692,49163139,-1
846,23805839,-1
561,60562266,-1
1904,56333353,-1
561,50664609,-1
1415,82141895,-1
1790,79891649,-1
1566,10918027,-1
561,42645030,-1
1749,49313380,-1
2048,3342246,-1
1119,43949113,-1
1468,70738925,-1
692,34024941,-1
692,25063752,-1
1277,54661043,-1
2118,50838350,-1
420,81798712,-1
311,41703847,-1
1714,52351585,-1
692,4806023,-1
1379,17480284,-1
1622,22677554,-1
2013,41585718,-1
1468,59937097,-1
686,66329318,-1
1017,6097448,-1
1377,70626577,-1
914,78173672,-1
1201,32590048,-1
1407,12470045,-1
2031,16777516,-1
1407,52610858,-1
692,48743232,-1
1950,1676915,1
1468,48439185,-1
2031,78252838,-1
411,80405941,-1
145,77747173,-1
1407,72373833,-1
450,58482603,-1
1291,20376713,-1
1291,78564222,-1
1605,71296630,-1
70,56140779,-1
1201,18419791,-1
70,4114825,-1
1605,37638334,-1
1429,57866372,-1
853,60609598,-1
561,27656265,-1
765,39756215,-1
1468,3904528,-1
1931,19378331,1
1596,1061385,-1
1119,32509284,-1
1119,81036554,-1
212,74030645,-1
1017,40539812,-1
1605,59800160,-1
1291,16602083,-1
1940,34979029,-1
1407,3132387,1
1950,5081865,-1
1781,28366898,-1
1950,79469818,-1
1622,24027915,-1
117,3141289,-1
529,41894280,-1
692,73291960,-1
561,17362763,-1
86,9712233,-1
1566,60379068,-1
846,14430683,-1
1379,5637558,-1
1201,61874488,-1
725,80585496,-1
389,76641084,-1
2054,7550379,-1
1918,25727500,-1
561,20027927,-1
916,39199157,-1
272,48743654,-1
1940,37805709,1
1508,3267260,-1
792,7684917,-1
1596,47572108,-1
191,67149288,-1
136,57799651,-1
916,74967645,-1
561,55263755,-1
692,73318886,-1
1291,74862871,-1
1201,71725286,-1
1950,28310285,-1
1596,73746288,-1
692,72049336,-1
1379,25838824,-1
136,31178914,-1
725,2098548,-1
2013,33083166,-1
1950,58129801,-1
191,37882428,-1
1407,18391659,-1
411,2131809,-1
1622,79043975,-1
136,78128734,-1
2112,26729480,-1
1119,71970946,-1
1566,26730906,-1
561,14110391,-1
529,50727825,-1
1254,70745987,-1
411,64039071,-1
1918,41608886,-1
916,6416272,1
613,66438138,-1
404,61621583,-1
1596,2437610,-1
561,36098766,-1
191,36155331,-1
846,27318976,-1
1728,3903061,-1
725,31706246,-1
12,7733784,-1
1468,13746146,-1
1415,62973810,-1
432,68160228,-1
173,71461203,-1
1962,9445761,-1
1819,39580386,-1
519,34944967,-1
692,71520500,-1
411,37569742,-1
838,38577014,-1
98,68852407,-1
1119,16331008,-1
692,71688889,-1
1119,32100624,-1
748,61182045,-1
432,70967276,-1
966,20147592,-1
411,11945836,-1
1017,66798765,-1
2050,6298477,1
1596,48625154,-1
1468,30458077,-1
404,9517146,-1
692,65116406,-1
389,33032264,-1
1781,63890816,1
1119,68389050,-1
1468,53675451,-1
1950,43844391,-1
1044,73866288,-1
2013,53031877,-1
1379,16687908,-1
1716,29997175,-1
1291,79966343,-1
302,6985505,-1
1827,66533527,-1
1379,11767397,-1
1017,76619889,-1
1291,39217654,-1
411,14611906,-1
692,56854898,-1
1827,13786546,-1
1291,66083578,-1
1407,41089939,-1
1827,11761580,-1
2050,71514075,-1
1596,8123431,-1
1622,2007032,-1
70,50138412,-1
725,42537443,-1
1119,42059383,-1
1566,25386789,-1
74,67974467,-1
692,30334190,-1
191,60410771,-1
1377,72645766,-1
1202,66872960,-1
1119,48097813,1
74,23800994,-1
336,44523047,-1
1119,934641,-1
411,62935138,-1
894,47891500,-1
914,14967813,-1
231,1528024,-1
1119,26234845,-1
1119,40237007,-1
1468,132722,-1
231,19031176,1
1566,78364673,-1
1605,76869092,-1
411,19345391,-1
1119,5515963,-1
1119,33760824,-1
1291,53867191,-1
1057,30339269,-1
1415,9422445,-1
70,47586418,-1
7,53872197,1
1415,52340192,-1
1468,54148954,1
914,36510457,-1
2050,36121673,-1
1291,26819028,-1
1468,46867120,-1
389,70663096,-1
1596,62843664,-1
1017,47386529,-1
1596,44691521,-1
1790,27802178,1
1503,69241594,-1
686,31987307,-1
692,12209712,-1
1566,14315245,1
561,31055637,-1
686,13831530,-1
2031,56412131,-1
411,6696348,-1
916,8396894,-1
846,8027159,-1
411,16066984,-1
1605,12156752,-1
191,29756244,-1
1119,67750142,-1
2205,73688098,-1
561,45151838,-1
692,25854484,-1
1827,67563470,-1
2047,63789106,1
1468,35341278,-1
2013,35293534,-1
1950,15500526,-1
966,18690672,-1
311,58271046,-1
1415,34542243,-1
2196,44106487,-1
302,6856026,-1
1918,10034444,-1
1503,13730260,-1
561,12132230,-1
1119,64502703,-1
561,31671291,-1
1277,19598166,-1
12,24197027,-1
2118,21267928,-1
411,38693787,-1
692,37351721,-1
1918,8694807,-1
561,40233078,-1
411,3204081,-1
1714,63617056,-1
914,69827641,-1
1931,68275930,-1
725,81015421,-1
117,22516694,-1
846,21766229,-1
914,18448707,1
1338,81684797,-1
1918,76662046,-1
1596,20527918,-1
692,78353695,-1
311,22649982,-1
411,1630160,-1
1119,50259306,-1
389,44981055,-1
1918,43661827,-1
70,33491677,-1
846,66719535,-1
411,22085638,-1
1317,45862771,-1
1415,12495438,-1
70,27746736,-1
1503,1973060,-1
136,7522773,-1
1182,31595959,-1
1746,46373864,-1
561,28064300,-1
1566,14456242,-1
1605,41226570,-1
471,66613586,-1
136,24863984,-1
411,29967721,-1
914,22153829,-1
853,75859244,-1
1468,5698522,-1
1291,53708270,-1
1379,33357931,-1
1242,54869004,-1
1119,80663485,-1
1596,5199657,-1
2031,27999380,-1
1201,14874185,-1
2031,78090205,-1
1201,38539885,-1
2031,62043525,-1
1119,9061571,-1
1605,56852985,-1
136,14295964,-1
70,9959572,-1
1140,63402011,-1
1950,8987744,-1
2050,11790578,-1
432,74650108,-1
914,68429422,-1
404,61959113,-1
1512,64418761,-1
1566,27514696,-1
1728,23846191,-1
1415,8421502,-1
613,2712086,-1
1254,30008965,-1
1119,3901432,-1
613,20619105,-1
145,61056988,-1
432,32459671,-1
1107,35013514,-1
1171,1637042,-1
136,73140080,-1
914,43615979,-1
692,43536584,-1
411,38181685,-1
966,73597145,-1
1596,75941408,-1
1716,35252200,-1
1415,82014321,-1
117,52651067,-1
561,1967442,-1
727,4771070,-1
1605,2462784,-1
1483,9823604,-1
692,61932078,-1
411,81660498,-1
2031,36391837,-1
411,51993991,-1
286,35276858,-1
692,20269657,-1
1119,68055650,-1
692,58830226,-1
1215,31084598,-1
1483,18485111,-1
1140,71880746,-1
699,34678991,-1
792,66934840,-1
212,42557415,-1
1605,28224723,-1
1714,51047554,-1
1291,62863405,-1
411,54684640,-1
765,7275109,1
1119,63903334,-1
173,35299394,1
543,71728038,-1
1119,66159741,-1
519,7014627,-1
914,28391974,-1
939,66945435,-1
2013,71336868,-1
173,36166674,-1
74,32461159,-1
411,53637938,-1
12,36327565,-1
1716,41455463,-1
1254,37299722,-1
1918,46485423,1
311,67473957,-1
1119,33670626,-1
177,55435524,1
2118,30537437,-1
561,36226973,-1
1904,43275916,-1
121,24252093,-1
1291,56974283,-1
1119,12185620,-1
727,38926596,-1
561,72685070,-1
1605,64597623,-1
692,4710840,-1
692,35618260,-1
927,52917305,-1
1950,70968142,-1
1925,3483168,-1
1415,29427156,-1
1596,21994769,-1
1566,51144766,1
369,74038644,-1
2118,64985530,-1
960,34405660,-1
1621,40084216,-1
1291,39924533,-1
1468,32242692,-1
1291,67901419,-1
1991,81194887,-1
231,64136007,-1
1496,81006068,-1
1827,53920823,-1
647,34923606,-1
2013,55106053,-1
1338,35685254,-1
686,58497958,-1
1930,71850559,-1
1119,60147609,-1
1023,75468396,-1
136,30674925,-1
1508,68442976,1
2048,62463470,-1
914,21855956,-1
98,9244932,-1
1407,15525142,-1
411,36952794,-1
1596,11059487,-1
1622,29645070,-1
1605,53888060,-1
727,15138888,-1
206,38917064,-1
1407,44735753,-1
174,44992450,-1
1468,4385236,-1
2118,70158886,-1
977,62096140,-1
1940,62300633,-1
1351,38332095,-1
1140,17833737,-1
1119,40580445,-1
966,28717343,-1
212,18446712,-1
1605,58805442,1
136,66112233,-1
136,49808080,-1
1904,58264668,-1
411,66194415,-1
191,18376884,-1
1819,18350209,1
1904,12732533,-1
1962,40855442,-1
1622,77057483,-1
1338,7164388,-1
1119,56901833,-1
1530,45077482,-1
1415,58638727,-1
286,8805503,-1
1379,49283320,-1
1119,16758883,-1
692,48542068,-1
1508,26609881,-1
1291,35076016,-1
173,55052001,-1
1596,22557312,-1
543,31154810,1
117,34710004,-1
12,20926872,-1
1017,73955344,-1
727,48895429,-1
411,40417190,-1
191,20364178,-1
1291,41781926,-1
1827,65214182,-1
369,54261814,-1
1503,57005850,-1
692,17599728,-1
205,31862104,-1
1140,81190911,-1
1728,24806531,-1
914,47720590,-1
1894,36630909,-1
1291,1967724,-1
1605,60440369,-1
1962,32590402,-1
1635,2507827,-1
411,29534344,-1
117,32887128,-1
1605,77445755,-1
454,41236213,-1
914,34332348,-1
2216,58546263,-1
561,33967593,-1
561,67684802,-1
916,50326307,-1
1621,31002449,-1
432,38273641,-1
1468,64374472,-1
136,5207079,1
1714,49535928,-1
145,49977818,-1
432,58016883,-1
70,68021991,-1
411,41034192,-1
136,80815925,-1
1599,68891768,-1
914,5015573,-1
191,13025608,-1
369,51489964,-1
1415,53230498,-1
966,71234639,-1
6,72384927,-1
561,53338698,-1
686,9636149,-1
191,43594401,-1
1508,8986793,1
916,32412581,-1
916,12229589,-1
173,47003816,-1
1119,69482581,-1
2013,31835605,-1
1605,56400660,-1
191,32330677,-1
1596,23091222,-1
1119,73677352,-1
765,12099183,-1
1621,19521020,-1
1375,42272557,1
914,57377364,-1
1841,17402584,-1
692,69638293,-1
74,64706066,-1
725,45225242,-1
1291,25567937,-1
1918,17560507,-1
1375,4968950,-1
1291,55536646,-1
311,46285934,-1
561,56496294,-1
1023,52579650,-1
916,40664438,-1
1468,77352292,-1
1119,8544254,-1
369,82326595,-1
846,54506027,-1
191,51037712,-1
1415,81981255,-1
2068,35764716,-1
692,73045190,-1
1202,68495758,-1
846,24965162,1
914,59377112,-1
411,74571080,-1
411,13072888,-1
1918,45649383,-1
846,551327,1
1728,63703429,-1
1918,42794951,-1
1728,54745045,-1
1291,75176950,-1
692,63310282,-1
1991,45816620,-1
1950,31967261,-1
2013,10261537,-1
311,53904703,-1
420,28816854,-1
74,80109347,-1
1415,62055278,-1
1468,73742566,-1
1827,76179595,-1
846,17255108,-1
561,68485980,-1
1044,56820753,-1
2118,10418791,1
692,46085353,-1
1119,50697697,1
1970,46559962,-1
1335,71117812,-1
174,81425530,-1
1596,3644301,-1
765,22149718,-1
1119,1732399,-1
692,55691424,-1
1894,24512619,-1
692,496820,-1
1119,4516925,1
2031,80777024,-1
1728,58100721,-1
70,77738586,-1
1605,2164825,-1
1119,12649912,-1
1017,50107929,-1
1605,25203071,-1
1468,33543271,-1
191,11750210,-1
1291,53703918,-1
846,77728147,-1
692,11252487,-1
1107,25774316,-1
519,71631755,-1
1291,55805596,-1
748,126393,-1
411,454133,-1
1017,20134108,-1
1605,55741778,-1
145,73788882,-1
2013,72566257,-1
1671,13294935,-1
1950,40108859,-1
561,52984864,-1
1407,15825011,-1
1119,31945258,-1
966,55794559,-1
1596,23179793,-1
725,52146351,-1
727,17568770,-1
2031,48306323,-1
1566,14018591,-1
1119,4069464,-1
302,63090393,-1
748,47904452,-1
411,27012873,-1
2066,18785250,-1
1375,8854215,-1
173,31703806,-1
1950,33492783,-1
914,78851891,-1
121,69214849,-1
846,9597776,-1
70,9221378,-1
686,81039277,-1
1407,16403027,-1
914,38021149,1
1284,80631829,-1
1827,14469340,-1
1918,59943102,-1
699,51569942,-1
1379,24052756,-1
411,32469388,-1
624,50775379,-1
411,43543435,-1
121,79993253,-1
411,23879345,-1
2031,48723072,-1
117,5847830,-1
1415,271096,-1
727,55495353,-1
1605,43391614,-1
914,13143705,-1
1119,50650271,-1
1940,52474347,-1
1017,7964270,-1
411,14303009,-1
302,16415331,-1
1940,45272252,-1
725,2521515,-1
2048,11260910,-1
2068,76300621,1
206,32068456,-1
1379,18903190,-1
951,31925378,-1
1468,26776011,-1
914,49182031,-1
1605,55629652,-1
1119,29058629,-1
411,58008743,-1
1119,43099121,-1
725,1405033,-1
1449,65415883,-1
916,25995922,-1
231,15026632,-1
1580,67792021,-1
117,37641103,-1
173,1147740,-1
1749,32147145,-1
1468,10234793,-1
692,81280753,-1
561,55986474,-1
231,17648950,-1
1605,45162620,-1
1338,39007165,-1
1291,35812435,-1
1291,41848694,-1
2118,11971781,-1
1291,46797711,-1
231,16640254,-1
914,60161738,-1
436,37248241,-1
1931,60080617,-1
1940,75339857,-1
302,41817705,-1
1379,62006073,-1
311,59494085,-1
231,38322254,-1
561,70133999,-1
1918,6241643,-1
1918,52371895,-1
1827,55013621,-1
846,41203781,-1
1599,55305198,-1
543,47269838,-1
1119,78839307,1
1119,78253997,-1
432,55803851,-1
302,7040928,-1
1338,48479796,-1
145,72472122,-1
173,1321552,-1
543,41220225,-1
117,8558824,-1
1841,59605781,-1
432,20207216,-1
136,79387935,-1
1940,53742431,-1
113,5287673,-1
1119,9403977,-1
206,30817820,-1
1415,62306152,-1
311,34554978,-1
1468,47635649,-1
519,15796078,-1
1468,56325379,1
1017,78380021,-1
846,25192864,-1
164,32353854,-1
1781,10963667,-1
1215,59784465,-1
529,32675597,-1
2118,71085704,-1
471,67423818,-1
7,7405935,-1
1291,40002177,-1
692,65800733,-1
411,1367954,-1
914,39545438,-1
389,38196685,-1
1291,71980414,-1
914,61644219,-1
894,35288264,1
1605,71793613,-1
1021,50663604,-1
692,65269989,-1
1496,18510020,-1
951,77383947,-1
117,49028168,-1
916,74419996,-1
561,8757285,-1
117,73085133,-1
1254,52464241,-1
692,1811101,-1
1716,27938202,-1
660,44126178,-1
1254,64666171,-1
1230,1064773,-1
1201,38538007,-1
1918,55761957,-1
1468,72126856,-1
692,40154216,-1
692,79125489,1
1508,53692157,-1
1781,1558226,-1
12,61289377,-1
1566,39423082,-1
748,29990738,-1
1291,80651291,-1
74,51680808,-1
404,17694806,-1
411,14589727,-1
311,31918738,-1
2013,33391929,-1
914,15466134,-1
1605,34297129,-1
206,19548770,-1
1291,77062928,-1
1728,44783337,-1
692,9545326,1
1415,288087,-1
1254,52377482,-1
692,43368207,-1
692,57514980,-1
2205,69326799,-1
1407,44303189,-1
411,44071191,-1
1379,34208704,-1
1415,30494145,-1
113,41847198,-1
1291,10235620,-1
1379,64571378,-1
2205,27981182,-1
1338,35180136,-1
1023,11877999,-1
561,50629686,-1
1379,39780361,-1
1819,75627847,-1
725,81643688,-1
1375,45493771,-1
692,54605856,-1
875,65676958,-1
1468,70869136,-1
725,23280946,-1
2066,23971136,-1
2031,50044116,-1
1842,72673119,-1
660,19059045,-1
212,20463831,-1
70,81016757,1
1596,59664763,-1
286,11512567,-1
313,49110714,-1
1605,45414693,-1
1379,63816901,-1
1291,4164617,-1
6,18340525,-1
1202,75083117,-1
1291,10613270,-1
916,28807886,-1
1119,32085860,-1
117,33716663,-1
1230,7076418,-1
748,6971700,-1
286,59008815,1
1291,21254721,-1
543,16954783,-1
1415,52367427,-1
70,42919625,-1
206,75394235,-1
117,40076729,-1
1277,30517789,-1
692,53111177,-1
1580,19146410,-1
561,61767176,-1
1635,72637334,-1
1530,67141334,-1
1335,16619480,-1
1468,27107674,-1
1291,39480916,-1
1254,61294112,-1
121,30322084,-1
1530,40887078,-1
411,26670893,-1
1140,14379461,-1
2068,26396678,-1
1201,37742081,-1
1338,29772180,-1
1119,2306550,-1
206,39411078,-1
1291,1619625,-1
1716,35373823,-1
1182,88667,-1
624,57914558,-1
1254,71236445,-1
1605,26347735,-1
2118,43008015,-1
886,56804527,1
914,60172489,-1
1580,5808136,-1
411,16608239,-1
561,9532784,-1
2048,66681643,-1
914,30450129,-1
1351,44232860,-1
562,39137740,-1
1566,36596331,-1
411,47845761,-1
1530,37977114,-1
1044,70283760,-1
1350,46241415,-1
404,20840939,-1
1379,32401462,-1
1140,39176031,-1
12,29993810,-1
914,25141675,-1
692,10383881,1
2196,12942172,-1
2118,34200513,-1
145,65138888,-1
2048,67276288,-1
966,67080698,-1
1468,34883004,-1
1291,419232,-1
1119,73734366,-1
411,38257932,-1
1566,38674609,-1
121,49738262,-1
725,64188333,-1
1468,20725910,-1
2118,22995194,-1
1171,38501131,-1
432,45422008,-1
117,8808831,-1
725,24447389,-1
692,58137793,-1
1379,57945700,-1
70,1895592,-1
272,9094397,-1
561,38654049,-1
191,76268504,-1
1415,46781057,-1
1930,42621577,-1
411,69042447,-1
1215,58969376,1
136,46102722,-1
1635,22450392,-1
692,26841871,-1
692,14314323,-1
1291,38343874,-1
927,8240473,-1
1512,35650534,-1
70,33735956,-1
966,5750714,-1
1904,1818083,-1
1962,2560178,-1
2118,72355050,-1
846,6119168,-1
117,62637079,-1
1119,2163782,-1
1468,8661433,-1
1468,12460865,-1
692,79902220,-1
1379,74977516,-1
191,60199386,-1
136,56172303,-1
1230,26090264,-1
432,55630651,-1
1119,42236134,-1
1415,40991372,-1
302,2462846,-1
1119,3742188,-1
311,67479454,-1
692,76854575,-1
1468,53926439,-1
231,27143912,-1
2118,74158880,-1
136,51359865,-1
914,8563169,-1
1119,70038408,-1
454,13198634,-1
692,42961908,-1
561,54319753,-1
1671,37030346,-1
916,63699373,-1
136,33611008,-1
369,80214605,-1
1530,56661818,-1
1728,76272236,-1
692,2862722,-1
1998,30553283,-1
1291,18885986,-1
1338,36031562,-1
436,24577692,-1
1023,73091604,-1
1119,38391722,-1
1407,37548301,-1
1017,79194628,1
692,78914323,-1
692,66121431,-1
1530,41443211,-1
1449,30396358,-1
692,78393545,-1
561,29424242,-1
1468,863375,-1
70,13250817,-1
2031,71032660,-1
1415,64687063,-1
686,77960708,-1
432,40266643,-1
932,42839420,-1
1950,15855615,-1
692,58301275,-1
1023,36988506,-1
692,36131436,-1
1044,3910071,-1
692,56925770,-1
686,49997211,-1
1468,73926215,-1
1918,76373808,-1
1827,3109339,-1
1415,62452848,-1
191,74927999,-1
2054,53638226,-1
1918,15862042,-1
1468,9232331,-1
561,48660592,-1
191,80632235,-1
1918,18296264,1
389,42781236,-1
692,65337283,-1
1415,27953300,-1
411,51545571,-1
1119,26971,-1
2013,43758200,-1
692,71902372,-1
1749,27988288,-1
1950,34727150,-1
519,78662624,-1
561,64998157,-1
1749,63007871,1
2013,69644789,-1
1202,81267387,-1
1468,81686316,-1
1377,11385463,-1
1415,79463583,-1
471,65068421,-1
561,38496294,-1
1254,71495890,-1
117,8866513,-1
2118,56097637,-1
1622,25852937,-1
1468,57517809,-1
692,45422336,-1
2031,23011486,-1
164,61023764,-1
1338,27853398,-1
70,13980335,-1
1119,75967656,-1
1596,75944148,-1
411,33923213,-1
389,31945337,-1
411,14761068,-1
1605,28165975,-1
117,33857713,-1
529,57918884,-1
2031,20844118,-1
561,79364885,-1
1119,69115572,-1
561,2479021,-1
529,69878999,-1
1291,41563460,-1
543,10751819,1
74,51236693,-1
389,12024988,-1
692,66479709,-1
1140,4656750,-1
914,79480861,-1
117,54617848,-1
1950,19183948,-1
1827,6503002,-1
1468,48908945,-1
699,49089929,-1
7,54349097,-1
1596,22387352,-1
2216,2808730,-1
1468,79797597,-1
748,76649729,-1
1596,39056604,-1
1512,45229578,-1
311,50105513,-1
1350,52220484,-1
914,3210770,-1
2197,82132176,-1
1407,81794767,-1
2054,81476211,-1
846,65987439,-1
191,25304861,-1
1966,11858649,-1
12,77993627,-1
1291,23727940,-1
231,75917089,-1
1284,79858807,-1
1950,20843077,-1
1468,21037951,-1
1672,37534474,-1
692,44251929,-1
191,52659066,-1
1483,4840820,-1
1605,10775200,-1
692,80552186,-1
191,22905905,-1
411,5389540,-1
2031,77513095,-1
543,63302115,-1
117,51293314,1
432,20602358,-1
404,2355466,-1
1291,54037476,-1
2118,63427335,-1
136,40180435,-1
1512,65285836,-1
1407,65803693,-1
1201,56910117,-1
543,29751421,-1
411,9890236,-1
7,44205820,-1
1596,63884462,1
2201,702054,-1
1918,60460239,-1
692,63207834,-1
1107,77955181,-1
411,51450134,-1
1468,28305093,-1
875,11860219,-1
1119,63083840,-1
914,69843222,-1
692,47010927,-1
1468,34520430,-1
86,23156869,-1
1622,5048832,-1
2050,34300847,-1
2031,40485402,-1
1254,28361261,-1
1201,4221319,-1
1918,45050483,-1
692,11934344,-1
191,76588267,-1
1468,3929173,-1
389,8477250,-1
914,26502085,-1
432,50724106,-1
692,71849253,-1
191,62115416,-1
411,27806188,-1
302,16442908,-1
692,34504708,-1
1605,30180815,1
1503,12915619,-1
692,2262248,-1
136,79692360,-1
1468,53979308,-1
1119,42755756,-1
1714,75233788,-1
1746,14564445,-1
966,72213847,-1
1107,78267382,-1
725,63156529,-1
1017,56844877,-1
1622,53979146,-1
7,81355256,-1
1119,5290548,-1
1580,24040055,-1
231,2838511,-1
765,41082951,-1
313,60823252,-1
1284,10819837,-1
1254,9542617,-1
699,77559566,-1
692,60538343,-1
1530,36619133,-1
173,35359649,-1
692,51732007,-1
1215,16883100,-1
727,5015702,1
1530,18260410,-1
136,75923805,-1
1254,17791280,-1
389,20522365,-1
671,58792116,-1
1566,54783338,-1
191,61576808,-1
70,34513860,-1
1291,30866129,-1
1291,79631349,-1
1728,26668510,-1
1483,32926332,-1
1017,55650394,1
966,60735111,-1
1375,46499577,-1
916,78633034,-1
136,54296866,-1
70,2045782,1
914,76605427,-1
1468,48211790,-1
1842,78625715,-1
1910,4820206,-1
692,11340365,-1
1716,29943428,-1
1930,53154703,-1
231,52882059,-1
404,46384912,-1
1728,33817712,-1
681,78522165,-1
939,76663754,-1
1291,10922358,-1
914,60355371,-1
1254,54656836,-1
231,81787949,-1
1291,71742096,-1
117,67568726,-1
1468,60780087,-1
1415,12849392,-1
1291,11985116,-1
1596,13207894,-1
191,69192954,-1
1379,73843393,-1
369,1235960,-1
1530,25883147,-1
1119,66574810,-1
914,7213120,-1
846,4228281,-1
543,24716691,-1
1530,16191706,-1
1566,2625721,-1
145,26096233,-1
1918,20727693,-1
1023,7072806,1
1338,31815551,-1
411,37144490,-1
70,45558559,-1
145,81295477,-1
1950,69879494,-1
1277,56151324,-1
894,48242043,-1
1284,6185359,-1
191,35803179,-1
914,18256287,-1
916,1700926,-1
914,36904751,-1
411,52221289,-1
1503,49687543,-1
1605,77416844,-1
1714,38225720,-1
311,54413828,-1
2031,71985935,-1
2118,8089446,-1
886,7744455,1
231,37671810,-1
164,74595727,-1
191,36922631,-1
1728,74159941,-1
1508,56646273,-1
894,70484990,-1
561,15125368,-1
1991,38405691,-1
2197,75690752,-1
692,44411383,-1
561,38511433,-1
1415,73188016,-1
12,61274175,-1
117,69637990,-1
432,54788644,1
